contact_id,first_name,last_name,email,account_id,job_title,country,region,industry,lifecycle_stage,lead_score,engagement_score,consent_status
CON-001542,Stephanie,Flowers,contact1542@example.test,ACC-00622,Software Engineer,India,APAC,Agriculture,MQL,79,11,Opted In
CON-001543,Thomas,Valdez,contact1543@example.test,ACC-00757,IT Manager,Germany,Europe,Professional Services,Engaged,53,33,Not Subscribed
CON-001544,Patricia,Butler,contact1544@example.test,ACC-00209,CIO,Japan,APAC,Manufacturing,Known,68,21,Not Subscribed
CON-001545,Travis,Watts,contact1545@example.test,ACC-00532,Director of Technology,Spain,Europe,Financial Services,Engaged,44,61,Not Subscribed
CON-001546,John,Wilson,contact1546@example.test,ACC-00267,Project Manager,Kenya,AMEA,Education,Engaged,48,19,Opted In
CON-001547,Joshua,Gamble,contact1547@example.test,ACC-00146,Training Manager,United Arab Emirates,AMEA,Professional Services,Customer,94,58,Not Subscribed
CON-001548,Carl,Reese,contact1548@example.test,ACC-00748,Director of Technology,Japan,APAC,Technology,Opportunity,23,91,Not Subscribed
CON-001549,Bianca,Cunningham,contact1549@example.test,ACC-00661,Operations Manager,United Kingdom,WW,Technology,SQL,87,27,Opted In
CON-001550,Miranda,Burton,contact1550@example.test,ACC-00807,Product Owner,Italy,Europe,Agriculture,Opportunity,23,3,Opted In
CON-001551,Thomas,Benson,contact1551@example.test,ACC-00177,Software Engineer,Australia,APAC,Agriculture,SQL,21,12,Not Subscribed
CON-001552,David,Hunt,contact1552@example.test,ACC-00674,Training Manager,United Arab Emirates,AMEA,Agriculture,MQL,30,70,Opted In
CON-001553,Barbara,Bruce,contact1553@example.test,ACC-00919,Software Engineer,Singapore,APAC,Agriculture,MQL,89,31,Opted In
CON-001554,Francisco,Brown,contact1554@example.test,ACC-00570,Scrum Master,Kenya,AMEA,Education,Known,62,92,Not Subscribed
CON-001555,Luis,Johns,contact1555@example.test,ACC-00225,Software Engineer,Spain,Europe,Manufacturing,Engaged,2,73,Opted In
CON-001556,Derek,Martin,contact1556@example.test,ACC-00887,Scrum Master,Saudi Arabia,AMEA,Professional Services,Customer,92,14,Opted In
CON-001557,Joseph,Barnes,contact1557@example.test,ACC-00619,Training Manager,Spain,Europe,Technology,Engaged,73,22,Not Subscribed
CON-001558,Rhonda,Kelly,contact1558@example.test,ACC-00166,IT Manager,India,WW,Financial Services,Customer,76,59,Not Subscribed
CON-001559,Keith,Moreno,contact1559@example.test,ACC-00220,Operations Manager,India,WW,Financial Services,Opportunity,71,66,Opted In
CON-001560,Sharon,Palmer,contact1560@example.test,ACC-00153,IT Manager,India,APAC,Financial Services,MQL,50,93,Opted In
CON-001561,Katie,White,contact1561@example.test,ACC-00178,IT Manager,India,APAC,Manufacturing,Opportunity,62,77,Not Subscribed
CON-001562,Cody,Goodwin,contact1562@example.test,ACC-00358,Product Owner,Netherlands,Europe,Agriculture,Opportunity,45,23,Opted In
CON-001563,Amy,Brennan,contact1563@example.test,ACC-00947,IT Manager,Germany,Europe,Financial Services,Known,35,38,Opted In
CON-001564,Margaret,Cohen,contact1564@example.test,ACC-00661,Director of Technology,Italy,Europe,Professional Services,MQL,14,58,Opted In
CON-001565,Kevin,Jennings,contact1565@example.test,ACC-00856,Software Engineer,South Africa,AMEA,Agriculture,Opportunity,11,2,Opted In
CON-001566,Haley,Davis,contact1566@example.test,ACC-00798,Training Manager,Singapore,APAC,Agriculture,Known,11,38,Opted In
CON-001567,Betty,Morrow,contact1567@example.test,ACC-00284,CIO,France,Europe,Technology,Opportunity,25,0,Not Subscribed
CON-001568,Alexander,Holmes,contact1568@example.test,ACC-00085,Product Owner,Italy,Europe,Education,Known,77,14,Opted In
CON-001569,Nathan,Washington,contact1569@example.test,ACC-00050,Software Engineer,France,Europe,Technology,Engaged,20,15,Not Subscribed
CON-001570,Matthew,Bartlett,contact1570@example.test,ACC-00478,Software Engineer,Germany,Europe,Technology,Opportunity,98,95,Opted In
CON-001571,Curtis,Moore,contact1571@example.test,ACC-00116,Marketing Manager,Australia,WW,Technology,Engaged,23,5,Opted In
CON-001572,Jeffrey,Lopez,contact1572@example.test,ACC-00458,Software Engineer,India,WW,Agriculture,Customer,67,97,Not Subscribed
CON-001573,Penny,Austin,contact1573@example.test,ACC-00203,Training Manager,Australia,APAC,Technology,MQL,73,24,Not Subscribed
CON-001574,Marie,Fox,contact1574@example.test,ACC-00346,Product Owner,Italy,Europe,Technology,Customer,22,58,Opted In
CON-001575,Amanda,Arnold,contact1575@example.test,ACC-00154,Scrum Master,United Kingdom,WW,Technology,Known,36,2,Not Subscribed
CON-001576,Katelyn,Wilson,contact1576@example.test,ACC-00945,Project Manager,India,APAC,Professional Services,Customer,41,17,Opted In
CON-001577,Steven,Jones,contact1577@example.test,ACC-00385,Software Engineer,United Arab Emirates,AMEA,Professional Services,Engaged,89,46,Opted In
CON-001578,Lori,Mclean,contact1578@example.test,ACC-00860,Director of Technology,Germany,Europe,Financial Services,Customer,85,72,Opted In
CON-001579,Timothy,Collins,contact1579@example.test,ACC-00798,Training Manager,Japan,APAC,Technology,Known,29,58,Opted In
CON-001580,Michael,Montoya,contact1580@example.test,ACC-00283,Product Owner,Japan,APAC,Manufacturing,Opportunity,41,69,Opted In
CON-001581,Pamela,Harper,contact1581@example.test,ACC-00315,Software Engineer,France,Europe,Technology,MQL,9,95,Opted In
CON-001582,Kathryn,Peterson,contact1582@example.test,ACC-00145,Operations Manager,United States,WW,Education,Known,46,78,Opted In
CON-001583,Jennifer,Johnson,contact1583@example.test,ACC-00237,CIO,Spain,Europe,Manufacturing,Known,21,76,Opted In
CON-001584,Lisa,Walker,contact1584@example.test,ACC-00737,Director of Technology,Spain,Europe,Education,Opportunity,2,52,Opted In
CON-001585,Melissa,Thomas,contact1585@example.test,ACC-00130,Scrum Master,India,APAC,Manufacturing,MQL,33,20,Opted In
CON-001586,Jeremy,Martinez,contact1586@example.test,ACC-00719,Scrum Master,India,APAC,Financial Services,Known,15,2,Opted In
CON-001587,David,Miller,contact1587@example.test,ACC-00980,Operations Manager,Italy,Europe,Agriculture,SQL,47,54,Opted In
CON-001588,Hannah,Bowers,contact1588@example.test,ACC-00380,Operations Manager,Germany,WW,Agriculture,MQL,47,36,Not Subscribed
CON-001589,Chris,Hampton,contact1589@example.test,ACC-00969,Product Owner,Singapore,APAC,Education,Known,17,32,Not Subscribed
CON-001590,Katherine,Williams,contact1590@example.test,ACC-00003,Director of Technology,Germany,Europe,Professional Services,Known,98,15,Opted In
CON-001591,Daniel,Mcguire,contact1591@example.test,ACC-00213,IT Manager,Australia,WW,Professional Services,Engaged,12,57,Not Subscribed
CON-001592,William,Brown,contact1592@example.test,ACC-00782,Director of Technology,Saudi Arabia,AMEA,Financial Services,SQL,66,5,Opted In
CON-001593,David,King,contact1593@example.test,ACC-00832,Project Manager,Australia,WW,Technology,Engaged,75,3,Opted In
CON-001594,Carl,Contreras,contact1594@example.test,ACC-00722,IT Manager,Saudi Arabia,AMEA,Technology,Engaged,65,5,Not Subscribed
CON-001595,Karen,Patton,contact1595@example.test,ACC-00105,Product Owner,Germany,Europe,Education,Customer,29,42,Opted In
CON-001596,Samantha,Harris,contact1596@example.test,ACC-00833,Scrum Master,India,WW,Professional Services,MQL,62,38,Opted In
CON-001597,Rachel,Lopez,contact1597@example.test,ACC-00180,Director of Technology,France,Europe,Technology,Known,72,55,Opted In
CON-001598,Michael,Davis,contact1598@example.test,ACC-00545,CIO,Kenya,AMEA,Education,SQL,90,54,Opted In
CON-001599,Meghan,Mcmahon,contact1599@example.test,ACC-00031,Product Owner,Germany,Europe,Professional Services,Known,42,25,Opted In
CON-001600,Stacy,Bailey,contact1600@example.test,ACC-00161,Operations Manager,Netherlands,Europe,Education,SQL,55,19,Opted In
CON-001601,Ethan,Mason,contact1601@example.test,ACC-00600,Director of Technology,South Africa,AMEA,Financial Services,Customer,60,2,Opted In
CON-001602,Jessica,Allen,contact1602@example.test,ACC-00273,Marketing Manager,Australia,WW,Education,Known,39,42,Opted In
CON-001603,Ashley,Garcia,contact1603@example.test,ACC-00815,Director of Technology,United States,WW,Education,Opportunity,62,85,Not Subscribed
CON-001604,Belinda,Smith,contact1604@example.test,ACC-00936,Scrum Master,United States,WW,Technology,Customer,83,33,Opted In
CON-001605,Jay,Lee,contact1605@example.test,ACC-00841,Training Manager,India,WW,Professional Services,Known,40,31,Opted In
CON-001606,Juan,Winters,contact1606@example.test,ACC-00804,Software Engineer,United Arab Emirates,AMEA,Manufacturing,Opportunity,77,64,Opted In
CON-001607,Amanda,Beltran,contact1607@example.test,ACC-00663,Training Manager,Saudi Arabia,AMEA,Education,Opportunity,67,63,Opted In
CON-001608,Corey,Lewis,contact1608@example.test,ACC-00204,Operations Manager,Germany,WW,Education,Customer,15,53,Not Subscribed
CON-001609,William,Zimmerman,contact1609@example.test,ACC-00105,Marketing Manager,Saudi Arabia,AMEA,Technology,Engaged,27,62,Opted In
CON-001610,Michael,Lawrence,contact1610@example.test,ACC-00497,Operations Manager,Germany,WW,Manufacturing,Engaged,29,22,Opted In
CON-001611,Scott,Rosario,contact1611@example.test,ACC-00188,Product Owner,Italy,Europe,Agriculture,Opportunity,76,37,Opted In
CON-001612,Henry,Kelly,contact1612@example.test,ACC-00827,IT Manager,Germany,Europe,Agriculture,MQL,21,55,Opted In
CON-001613,Noah,Lewis,contact1613@example.test,ACC-00220,Operations Manager,United States,WW,Professional Services,SQL,69,21,Opted In
CON-001614,Jeremy,Rodriguez,contact1614@example.test,ACC-00421,IT Manager,United Kingdom,WW,Agriculture,Customer,84,3,Opted In
CON-001615,Tracey,Martinez,contact1615@example.test,ACC-00871,CIO,United States,WW,Financial Services,MQL,87,89,Not Subscribed
CON-001616,Daniel,Taylor,contact1616@example.test,ACC-00919,Director of Technology,India,APAC,Education,Known,93,68,Opted In
CON-001617,Kathryn,Bush,contact1617@example.test,ACC-00835,Director of Technology,Germany,WW,Education,MQL,38,68,Opted In
CON-001618,Angela,Williams,contact1618@example.test,ACC-00777,Director of Technology,Japan,APAC,Manufacturing,Opportunity,65,94,Opted In
CON-001619,Mark,Wilson,contact1619@example.test,ACC-00996,CIO,Netherlands,Europe,Education,Known,69,22,Opted In
CON-001620,Justin,Burke,contact1620@example.test,ACC-00266,CIO,United States,WW,Education,SQL,40,60,Opted In
CON-001621,Larry,Cherry,contact1621@example.test,ACC-00863,Product Owner,Japan,APAC,Professional Services,Known,38,76,Not Subscribed
CON-001622,Scott,Spencer,contact1622@example.test,ACC-00783,Director of Technology,United Kingdom,WW,Professional Services,SQL,86,75,Opted In
CON-001623,Kelly,Wyatt,contact1623@example.test,ACC-00615,Marketing Manager,Australia,APAC,Education,Customer,96,50,Not Subscribed
CON-001624,Jacob,Jones,contact1624@example.test,ACC-00274,IT Manager,Germany,WW,Manufacturing,Engaged,91,15,Opted In
CON-001625,Maureen,Alvarez,contact1625@example.test,ACC-00810,Training Manager,Australia,WW,Technology,MQL,54,5,Not Subscribed
CON-001626,Erin,White,contact1626@example.test,ACC-00182,Operations Manager,Singapore,APAC,Agriculture,Customer,70,71,Opted In
CON-001627,Yolanda,Vasquez,contact1627@example.test,ACC-00741,Marketing Manager,Kenya,AMEA,Technology,SQL,74,84,Not Subscribed
CON-001628,Daniel,Kim,contact1628@example.test,ACC-00300,IT Manager,Japan,APAC,Agriculture,Customer,36,78,Not Subscribed
CON-001629,Donna,Miller,contact1629@example.test,ACC-00560,Product Owner,Netherlands,Europe,Professional Services,SQL,3,34,Not Subscribed
CON-001630,Douglas,Morales,contact1630@example.test,ACC-00156,Director of Technology,Saudi Arabia,AMEA,Technology,Engaged,71,43,Opted In
CON-001631,Brittany,Garcia,contact1631@example.test,ACC-00146,Software Engineer,Netherlands,Europe,Professional Services,Engaged,80,52,Opted In
CON-001632,Sara,Levine,contact1632@example.test,ACC-00001,CIO,Australia,APAC,Manufacturing,Opportunity,51,68,Opted In
CON-001633,Calvin,Hester,contact1633@example.test,ACC-00902,Marketing Manager,United Kingdom,WW,Manufacturing,SQL,61,19,Not Subscribed
CON-001634,Matthew,Larson,contact1634@example.test,ACC-00436,IT Manager,Germany,WW,Technology,Known,38,9,Opted In
CON-001635,Vicki,Martinez,contact1635@example.test,ACC-00601,Product Owner,India,WW,Agriculture,Opportunity,81,20,Opted In
CON-001636,Mary,Hardy,contact1636@example.test,ACC-00111,Product Owner,France,Europe,Education,Customer,52,0,Opted In
CON-001637,Joshua,Reeves,contact1637@example.test,ACC-00255,IT Manager,Singapore,APAC,Manufacturing,Opportunity,65,12,Not Subscribed
CON-001638,Bonnie,Nelson,contact1638@example.test,ACC-00799,IT Manager,South Africa,AMEA,Manufacturing,MQL,96,38,Not Subscribed
CON-001639,Kristine,Schneider,contact1639@example.test,ACC-00269,Director of Technology,India,APAC,Education,MQL,83,4,Opted In
CON-001640,Ricardo,Alvarez,contact1640@example.test,ACC-00281,IT Manager,Saudi Arabia,AMEA,Education,Known,60,96,Not Subscribed
CON-001641,Carrie,Sullivan,contact1641@example.test,ACC-00791,CIO,United Kingdom,WW,Agriculture,MQL,76,68,Opted In
CON-001642,Todd,Ramirez,contact1642@example.test,ACC-00888,Marketing Manager,Australia,WW,Professional Services,Engaged,12,34,Opted In
CON-001643,Katrina,Rodriguez,contact1643@example.test,ACC-00278,Marketing Manager,Italy,Europe,Technology,Engaged,41,79,Opted In
CON-001644,John,Crawford,contact1644@example.test,ACC-00642,Marketing Manager,Netherlands,Europe,Professional Services,SQL,78,84,Opted In
CON-001645,Courtney,Taylor,contact1645@example.test,ACC-00714,Training Manager,Italy,Europe,Education,MQL,64,48,Opted In
CON-001646,Cory,Brown,contact1646@example.test,ACC-00336,Project Manager,Germany,WW,Manufacturing,MQL,84,6,Opted In
CON-001647,Carlos,Gregory,contact1647@example.test,ACC-00629,Software Engineer,Germany,WW,Agriculture,Engaged,7,87,Not Subscribed
CON-001648,Teresa,Reyes,contact1648@example.test,ACC-00253,Marketing Manager,United Arab Emirates,AMEA,Manufacturing,Known,9,60,Opted In
CON-001649,Erin,Hernandez,contact1649@example.test,ACC-00700,IT Manager,France,Europe,Professional Services,Opportunity,96,98,Not Subscribed
CON-001650,Christy,Davis,contact1650@example.test,ACC-00432,Project Manager,Australia,APAC,Education,Customer,82,16,Opted In
CON-001651,Charles,Walton,contact1651@example.test,ACC-00336,Project Manager,United Arab Emirates,AMEA,Education,SQL,0,6,Opted In
CON-001652,Katrina,Sparks,contact1652@example.test,ACC-00827,Software Engineer,Kenya,AMEA,Professional Services,Opportunity,32,22,Opted In
CON-001653,James,Bates,contact1653@example.test,ACC-00943,Marketing Manager,Saudi Arabia,AMEA,Agriculture,MQL,100,94,Not Subscribed
CON-001654,Tracy,Green,contact1654@example.test,ACC-00510,Marketing Manager,Germany,Europe,Manufacturing,SQL,33,20,Opted In
CON-001655,Matthew,Heath,contact1655@example.test,ACC-00323,Marketing Manager,Kenya,AMEA,Education,SQL,43,68,Opted In
CON-001656,Amy,Cisneros,contact1656@example.test,ACC-00802,Scrum Master,Netherlands,Europe,Financial Services,Engaged,100,64,Opted In
CON-001657,Anthony,Jordan,contact1657@example.test,ACC-00134,Product Owner,Netherlands,Europe,Manufacturing,SQL,48,100,Opted In
CON-001658,Robin,Reyes,contact1658@example.test,ACC-00789,Marketing Manager,Singapore,APAC,Agriculture,MQL,6,13,Not Subscribed
CON-001659,Leonard,Bennett,contact1659@example.test,ACC-00619,Training Manager,Kenya,AMEA,Financial Services,Known,1,88,Not Subscribed
CON-001660,Steve,Johnson,contact1660@example.test,ACC-00877,Software Engineer,India,APAC,Financial Services,Engaged,37,23,Not Subscribed
CON-001661,Angela,Dalton,contact1661@example.test,ACC-00988,Operations Manager,Spain,Europe,Manufacturing,SQL,17,97,Opted In
CON-001662,Kevin,Mccarthy,contact1662@example.test,ACC-00400,IT Manager,United States,WW,Technology,Engaged,35,90,Opted In
CON-001663,Travis,Taylor,contact1663@example.test,ACC-00382,CIO,India,WW,Professional Services,Opportunity,81,49,Opted In
CON-001664,Jennifer,Freeman,contact1664@example.test,ACC-00779,CIO,United States,WW,Technology,SQL,75,66,Not Subscribed
CON-001665,Daniel,Leonard,contact1665@example.test,ACC-00729,Operations Manager,Italy,Europe,Financial Services,Engaged,10,22,Opted In
CON-001666,Donna,Jennings,contact1666@example.test,ACC-00954,IT Manager,Netherlands,Europe,Education,Engaged,91,52,Opted In
CON-001667,Ashley,Alvarez,contact1667@example.test,ACC-00654,Marketing Manager,India,APAC,Financial Services,Customer,14,21,Opted In
CON-001668,Melissa,Hunter,contact1668@example.test,ACC-00542,Scrum Master,Australia,APAC,Agriculture,SQL,43,29,Not Subscribed
CON-001669,Peter,Simpson,contact1669@example.test,ACC-00714,Training Manager,Saudi Arabia,AMEA,Professional Services,Known,59,70,Opted In
CON-001670,Tara,Jensen,contact1670@example.test,ACC-00378,Scrum Master,Australia,APAC,Manufacturing,Engaged,15,85,Opted In
CON-001671,Michael,Levine,contact1671@example.test,ACC-00900,Scrum Master,Kenya,AMEA,Manufacturing,Known,4,86,Not Subscribed
CON-001672,Luke,Johnson,contact1672@example.test,ACC-00313,Project Manager,Kenya,AMEA,Agriculture,SQL,43,94,Opted In
CON-001673,Brandon,Hood,contact1673@example.test,ACC-00866,Director of Technology,India,APAC,Financial Services,Engaged,19,91,Not Subscribed
CON-001674,Michael,Harmon,contact1674@example.test,ACC-00789,CIO,Saudi Arabia,AMEA,Agriculture,Opportunity,93,10,Not Subscribed
CON-001675,Anthony,Vance,contact1675@example.test,ACC-00923,Marketing Manager,France,Europe,Financial Services,Customer,37,82,Opted In
CON-001676,Matthew,Davis,contact1676@example.test,ACC-00174,IT Manager,France,Europe,Professional Services,Opportunity,48,87,Opted In
CON-001677,Michael,Howard,contact1677@example.test,ACC-00920,Operations Manager,India,WW,Agriculture,Known,83,69,Opted In
CON-001678,Michael,Stanley,contact1678@example.test,ACC-00622,Marketing Manager,United Kingdom,WW,Technology,MQL,42,91,Opted In
CON-001679,John,Wong,contact1679@example.test,ACC-00396,Training Manager,United Kingdom,WW,Manufacturing,Customer,69,64,Opted In
CON-001680,Brittany,Lozano,contact1680@example.test,ACC-00640,Product Owner,Kenya,AMEA,Financial Services,MQL,1,4,Opted In
CON-001681,Cameron,Torres,contact1681@example.test,ACC-00733,Marketing Manager,Australia,WW,Education,Opportunity,36,65,Opted In
CON-001682,Matthew,Smith,contact1682@example.test,ACC-00354,Software Engineer,Netherlands,Europe,Manufacturing,MQL,85,46,Opted In
CON-001683,Mark,Murray,contact1683@example.test,ACC-00438,IT Manager,South Africa,AMEA,Professional Services,MQL,88,8,Not Subscribed
CON-001684,Michelle,Bradley,contact1684@example.test,ACC-00462,CIO,India,APAC,Technology,Customer,87,83,Opted In
CON-001685,Rachel,Adams,contact1685@example.test,ACC-00660,Training Manager,India,APAC,Financial Services,Opportunity,58,64,Opted In
CON-001686,Heather,Chapman,contact1686@example.test,ACC-00824,Training Manager,Italy,Europe,Professional Services,SQL,75,67,Opted In
CON-001687,Valerie,Gray,contact1687@example.test,ACC-00314,Project Manager,Australia,WW,Professional Services,Customer,17,61,Opted In
CON-001688,Peter,Armstrong,contact1688@example.test,ACC-00860,Operations Manager,South Africa,AMEA,Manufacturing,SQL,29,4,Opted In
CON-001689,Lindsey,Garcia,contact1689@example.test,ACC-00728,Scrum Master,France,Europe,Manufacturing,Engaged,26,71,Opted In
CON-001690,Emily,Rogers,contact1690@example.test,ACC-00167,CIO,France,Europe,Financial Services,Opportunity,13,19,Opted In
CON-001691,Wesley,Hubbard,contact1691@example.test,ACC-00031,Marketing Manager,France,Europe,Professional Services,Engaged,22,66,Opted In
CON-001692,Matthew,Mendez,contact1692@example.test,ACC-00172,Software Engineer,India,APAC,Technology,Known,1,23,Opted In
CON-001693,Michael,Graham,contact1693@example.test,ACC-00911,IT Manager,India,APAC,Technology,Customer,66,49,Not Subscribed
CON-001694,Tyler,Boone,contact1694@example.test,ACC-00389,Director of Technology,Germany,Europe,Technology,Opportunity,80,76,Not Subscribed
CON-001695,Kristin,Pittman,contact1695@example.test,ACC-00125,IT Manager,Italy,Europe,Technology,MQL,24,47,Not Subscribed
CON-001696,Amanda,Mitchell,contact1696@example.test,ACC-00296,IT Manager,United Kingdom,WW,Professional Services,MQL,40,83,Opted In
CON-001697,Brandon,Davies,contact1697@example.test,ACC-00604,CIO,United States,WW,Education,MQL,53,100,Opted In
CON-001698,Richard,Perez,contact1698@example.test,ACC-00323,Scrum Master,Japan,APAC,Professional Services,MQL,86,12,Opted In
CON-001699,Julia,Davis,contact1699@example.test,ACC-00204,IT Manager,Australia,WW,Education,Engaged,0,47,Opted In
CON-001700,Megan,Davis,contact1700@example.test,ACC-00976,Training Manager,Saudi Arabia,AMEA,Education,Known,42,2,Opted In
CON-001701,Matthew,Jones,contact1701@example.test,ACC-00444,Marketing Manager,Spain,Europe,Manufacturing,Known,9,1,Not Subscribed
CON-001702,Laurie,Alvarez,contact1702@example.test,ACC-00307,Director of Technology,United Arab Emirates,AMEA,Agriculture,Engaged,36,0,Not Subscribed
CON-001703,Jason,Flynn,contact1703@example.test,ACC-00103,Marketing Manager,Kenya,AMEA,Professional Services,SQL,5,66,Opted In
CON-001704,Denise,Turner,contact1704@example.test,ACC-00792,CIO,South Africa,AMEA,Education,SQL,70,25,Opted In
CON-001705,Linda,Reynolds,contact1705@example.test,ACC-00387,CIO,Japan,APAC,Financial Services,SQL,77,58,Opted In
CON-001706,Amber,Gonzalez,contact1706@example.test,ACC-00553,Marketing Manager,India,APAC,Education,Opportunity,87,84,Not Subscribed
CON-001707,Richard,Weber,contact1707@example.test,ACC-00373,IT Manager,India,WW,Professional Services,SQL,23,46,Not Subscribed
CON-001708,Shawn,Hines,contact1708@example.test,ACC-00584,Operations Manager,Australia,WW,Technology,Customer,76,30,Opted In
CON-001709,Henry,Smith,contact1709@example.test,ACC-00966,Director of Technology,United Kingdom,WW,Education,Customer,97,45,Not Subscribed
CON-001710,Jacqueline,Huffman,contact1710@example.test,ACC-00390,IT Manager,Singapore,APAC,Technology,Opportunity,0,97,Opted In
CON-001711,Barbara,Lewis,contact1711@example.test,ACC-00964,Director of Technology,Japan,APAC,Manufacturing,MQL,65,40,Opted In
CON-001712,Suzanne,Harmon,contact1712@example.test,ACC-00499,Operations Manager,Netherlands,Europe,Agriculture,Known,85,95,Opted In
CON-001713,Tanner,Giles,contact1713@example.test,ACC-00304,Marketing Manager,Italy,Europe,Financial Services,Known,12,69,Opted In
CON-001714,Amanda,Mendez,contact1714@example.test,ACC-00095,Training Manager,Saudi Arabia,AMEA,Financial Services,SQL,34,22,Opted In
CON-001715,Kayla,Hamilton,contact1715@example.test,ACC-00618,Operations Manager,Singapore,APAC,Professional Services,Opportunity,9,57,Opted In
CON-001716,Ashlee,Sims,contact1716@example.test,ACC-00739,Project Manager,Kenya,AMEA,Financial Services,Known,70,44,Opted In
CON-001717,Alexa,Diaz,contact1717@example.test,ACC-00498,IT Manager,Kenya,AMEA,Education,Opportunity,16,0,Opted In
CON-001718,Dylan,Hernandez,contact1718@example.test,ACC-00865,Project Manager,Japan,APAC,Technology,Customer,73,2,Opted In
CON-001719,Gina,Evans,contact1719@example.test,ACC-00648,Marketing Manager,United Kingdom,WW,Agriculture,MQL,52,35,Opted In
CON-001720,Ryan,Flores,contact1720@example.test,ACC-00176,Product Owner,France,Europe,Manufacturing,SQL,22,64,Opted In
CON-001721,Maria,Brown,contact1721@example.test,ACC-00909,Scrum Master,United Arab Emirates,AMEA,Technology,Known,62,66,Opted In
CON-001722,James,Gutierrez,contact1722@example.test,ACC-00706,Scrum Master,Japan,APAC,Financial Services,Known,17,53,Opted In
CON-001723,Madison,Lucas,contact1723@example.test,ACC-00965,CIO,Netherlands,Europe,Technology,SQL,8,7,Opted In
CON-001724,Jonathan,Burke,contact1724@example.test,ACC-00094,Director of Technology,Germany,WW,Manufacturing,Known,78,22,Not Subscribed
CON-001725,Richard,Wilson,contact1725@example.test,ACC-00836,Director of Technology,India,WW,Financial Services,SQL,10,95,Opted In
CON-001726,James,Sanchez,contact1726@example.test,ACC-00233,Operations Manager,United Arab Emirates,AMEA,Professional Services,Engaged,25,5,Opted In
CON-001727,Margaret,Marshall,contact1727@example.test,ACC-00073,Marketing Manager,Italy,Europe,Manufacturing,Customer,1,0,Not Subscribed
CON-001728,Anita,Graham,contact1728@example.test,ACC-00928,Director of Technology,Kenya,AMEA,Professional Services,Customer,41,89,Opted In
CON-001729,Deborah,Johnson,contact1729@example.test,ACC-00831,Software Engineer,Japan,APAC,Education,Opportunity,71,73,Opted In
CON-001730,Erik,Taylor,contact1730@example.test,ACC-00353,Software Engineer,Italy,Europe,Manufacturing,MQL,60,98,Opted In
CON-001731,Jonathan,Lara,contact1731@example.test,ACC-00857,Director of Technology,Italy,Europe,Agriculture,Opportunity,18,60,Opted In
CON-001732,Donna,Thompson,contact1732@example.test,ACC-00831,CIO,United Arab Emirates,AMEA,Financial Services,Customer,99,9,Opted In
CON-001733,Melissa,Stuart,contact1733@example.test,ACC-00341,IT Manager,South Africa,AMEA,Manufacturing,Opportunity,84,78,Not Subscribed
CON-001734,Todd,Smith,contact1734@example.test,ACC-00702,Software Engineer,India,APAC,Education,MQL,27,100,Opted In
CON-001735,Michele,Miller,contact1735@example.test,ACC-00263,CIO,France,Europe,Manufacturing,Engaged,53,67,Opted In
CON-001736,Carolyn,Camacho,contact1736@example.test,ACC-00883,Scrum Master,Italy,Europe,Education,Known,95,54,Not Subscribed
CON-001737,Rachel,Russell,contact1737@example.test,ACC-00603,CIO,Australia,APAC,Agriculture,MQL,38,69,Opted In
CON-001738,Michael,Sandoval,contact1738@example.test,ACC-00991,Software Engineer,Kenya,AMEA,Financial Services,SQL,80,38,Not Subscribed
CON-001739,Christopher,Hahn,contact1739@example.test,ACC-00554,IT Manager,Singapore,APAC,Manufacturing,Known,57,56,Opted In
CON-001740,Jennifer,Taylor,contact1740@example.test,ACC-00403,Project Manager,Australia,WW,Professional Services,MQL,45,10,Opted In
CON-001741,Daniel,Navarro,contact1741@example.test,ACC-00164,Product Owner,Italy,Europe,Financial Services,Customer,1,76,Opted In
CON-001742,Sarah,Boyd,contact1742@example.test,ACC-00924,Project Manager,United Arab Emirates,AMEA,Technology,SQL,80,89,Opted In
CON-001743,Maria,Herring,contact1743@example.test,ACC-00683,Training Manager,United States,WW,Financial Services,Known,10,12,Not Subscribed
CON-001744,Sarah,King,contact1744@example.test,ACC-00098,Training Manager,Germany,Europe,Financial Services,MQL,37,90,Not Subscribed
CON-001745,Nicole,Young,contact1745@example.test,ACC-00056,Software Engineer,France,Europe,Agriculture,Known,51,91,Opted In
CON-001746,David,Roman,contact1746@example.test,ACC-00323,Scrum Master,India,APAC,Agriculture,Engaged,0,10,Opted In
CON-001747,Mark,Silva,contact1747@example.test,ACC-00449,Project Manager,Singapore,APAC,Technology,Known,20,53,Opted In
CON-001748,Peter,Goodman,contact1748@example.test,ACC-00328,Director of Technology,India,WW,Financial Services,Customer,23,44,Opted In
CON-001749,Joel,Henderson,contact1749@example.test,ACC-00649,Training Manager,Netherlands,Europe,Technology,SQL,36,5,Not Subscribed
CON-001750,Drew,Thompson,contact1750@example.test,ACC-00784,Operations Manager,United Kingdom,WW,Financial Services,SQL,76,70,Opted In
CON-001751,Tara,Gonzales,contact1751@example.test,ACC-00726,Training Manager,Kenya,AMEA,Agriculture,Known,29,85,Opted In
CON-001752,Jonathan,Lawrence,contact1752@example.test,ACC-00010,Marketing Manager,India,WW,Agriculture,Opportunity,27,38,Opted In
CON-001753,Tracy,Brooks,contact1753@example.test,ACC-00707,Training Manager,India,APAC,Technology,MQL,44,16,Opted In
